,Name,Street,City,State
2269,WINCHELL'S REST. & SPORTS BAR,348 SOUTHLAND DRIVE,Lexington,Kentucky
2270,WINDY CORNER MARKET,4595 BRYAN STATION ROAD,Lexington,Kentucky
2280,WINE & MARKET,486 W. 2ND ST.,Lexington,Kentucky
2282,WING ZONE,580 EUREKA SPRINGS DR. #A,Lexington,Kentucky
2283,WISE BIRD CIDER,"1170 MANCHESTER ST, STE #140",Lexington,Kentucky
2284,WONG WONG RESTAURANT,458 SOUTHLAND DR,Lexington,Kentucky
2289,WOODLAND EARLY LEARNING CENTER,575 WOODLAND AVENUE,Lexington,Kentucky
2290,WORLD OF BEER,"122 MARION ST, STE 150",Lexington,Kentucky
2292,YATES ELEMENTARY SCHOOL,703 E NEW CIRCLE RD,Lexington,Kentucky
2294,YESTERDAYS,410 W VINE ST,Lexington,Kentucky
2295,YUMMY YUMMY,1395 WEST MAIN ST,Lexington,Kentucky
2297,Z MARKET #1,1150 VERSAILLES RD,Lexington,Kentucky
2299,ZAXBY'S,1772 SHARKEY WAY,Lexington,Kentucky
2306,ZEN SUSHI,3070 LAKECREST CIRCLE #500,Lexington,Kentucky
2308,ZENITH PETROLEUM,1875 AUGUSTA DR,Lexington,Kentucky
2316,ZIM'S CAFE,215 W MAIN ST,Lexington,Kentucky
